3,3.5,261,1790236314
4,1.5,357,1790236315
5,0.0,357,1790236315
6,0.0,358,1790236315
7,0.0,358,1790236315
9,0.2,362,1790236316
12,0.0,362,1790236316
14,0.0,362,1790236316
16,0.0,362,1790236316
17,0.5,363,1790236316
19,0.8,813,1790236317
20,0.0,814,1790236317
22,3.4,1204,1790236320
24,14.1,1504,1790236335
25,0.9,1504,1790236336
27,0.6,1525,1790236336
29,11.5,1732,1790236348
31,11.9,1999,1790236360
33,3.6,2104,1790236363
35,8.0,2104,1790236371
37,2.7,2105,1790236374
39,19.0,2317,1790236393
41,3.3,2317,1790236396
43,0.2,2317,1790236397
45,0.0,2317,1790236397
47,0.0,2317,1790236397
49,0.0,2317,1790236397
51,2.2,1788,1790236399
52,187.2,2308,1790236586
54,9.3,2370,1790236596
56,0.0,2370,1790236596
58,0.0,2370,1790236596
60,22.1,2463,1790236618
62,0.3,2463,1790236618
64,0.1,2463,1790236618
66,36.0,2266,1790236655
68,3.7,2355,1790236658
70,58.4,2327,1790236717
72,126.9,2468,1790236844
3,3.7,259,1790236890
4,1.6,352,1790236892
5,0.0,352,1790236892
6,0.0,353,1790236892
7,0.0,353,1790236892
9,0.2,358,1790236892
12,0.0,358,1790236893
14,0.0,358,1790236893
16,0.0,358,1790236893
17,0.1,359,1790236893
19,0.5,787,1790236893
20,0.0,787,1790236893
22,3.3,1191,1790236897
24,13.4,1492,1790236910
25,0.9,1492,1790236911
27,0.5,1512,1790236912
29,11.3,1718,1790236923
31,11.5,1986,1790236934
33,3.4,2091,1790236938
35,7.9,2091,1790236946
37,2.8,2091,1790236949
39,18.0,2329,1790236967
41,3.0,2329,1790236970
43,0.2,2329,1790236970
45,0.0,2329,1790236970
47,0.0,2329,1790236970
49,0.0,2329,1790236970
51,2.2,1790,1790236972
52,1.1,2702,1790236974
54,9.6,2836,1790236983
56,0.0,2836,1790236983
58,0.0,2836,1790236983
60,22.1,2926,1790237005
62,0.3,2946,1790237006
64,0.1,2946,1790237006
66,0.3,2770,1790237006
68,3.8,2875,1790237010
70,56.2,2830,1790237066
72,4.1,2978,1790237070
73,1.7,2895,1790237072
75,298.9,3270,1790237371
3,3.7,256,1790237439
4,1.6,351,1790237441
5,0.0,351,1790237441
6,0.0,351,1790237441
7,0.0,352,1790237441
9,0.2,356,1790237441
12,0.0,356,1790237441
14,0.0,356,1790237441
16,0.0,356,1790237441
17,0.2,357,1790237442
19,0.6,825,1790237442
20,0.0,825,1790237442
22,3.3,1220,1790237446
24,13.5,1520,1790237459
25,0.9,1520,1790237460
27,0.5,1539,1790237461
29,11.3,1746,1790237472
31,11.7,2014,1790237484
33,3.4,2132,1790237487
35,7.9,2132,1790237495
3,3.6,258,1790237537
4,1.5,351,1790237539
5,0.0,351,1790237539
6,0.0,352,1790237539
7,0.0,352,1790237539
9,0.2,357,1790237539
12,0.0,357,1790237539
14,0.0,357,1790237539
16,0.0,357,1790237539
17,0.1,358,1790237539
19,0.5,798,1790237540
20,0.0,798,1790237540
22,3.3,1187,1790237543
24,13.5,1487,1790237557
25,0.9,1487,1790237558
27,0.5,1509,1790237558
29,11.2,1721,1790237569
31,11.6,1988,1790237581
33,3.4,2118,1790237584
35,7.8,2118,1790237592
37,2.7,2118,1790237595
39,18.2,2340,1790237613
41,3.2,2340,1790237616
43,0.2,2340,1790237617
45,0.0,2340,1790237617
47,0.0,2340,1790237617
49,0.0,2340,1790237617
51,2.2,1799,1790237619
52,1.0,2701,1790237620
54,9.6,2847,1790237630
56,0.0,2847,1790237630
58,0.0,2847,1790237630
60,22.1,2966,1790237652
62,0.3,2983,1790237653
64,0.1,2983,1790237653
66,0.3,2768,1790237653
68,3.7,2869,1790237657
70,56.6,2828,1790237713
72,4.1,2970,1790237718
73,1.7,2884,1790237719
75,11.4,3244,1790237731
3,3.7,255,1790238006
4,1.6,348,1790238008
5,0.0,348,1790238008
6,0.0,348,1790238008
7,0.0,348,1790238008
9,0.2,353,1790238008
12,0.0,353,1790238008
14,0.0,353,1790238008
16,0.0,353,1790238008
17,0.2,354,1790238008
19,0.5,779,1790238009
20,0.0,779,1790238009
22,3.3,1193,1790238012
24,13.8,1493,1790238026
25,0.9,1493,1790238027
27,0.5,1504,1790238028
29,11.4,1719,1790238039
31,11.6,1987,1790238051
33,3.2,2092,1790238054
35,7.8,2092,1790238062
37,2.8,2092,1790238065
39,18.1,2324,1790238083
41,3.1,2325,1790238086
43,0.2,2325,1790238086
45,0.0,2325,1790238086
47,0.0,2325,1790238086
49,0.0,2325,1790238086
51,2.2,1787,1790238089
52,1.0,2699,1790238090
54,9.6,2873,1790238099
56,0.0,2873,1790238099
58,0.0,2873,1790238100
60,20.4,2984,1790238120
62,0.3,3013,1790238120
64,0.1,3013,1790238120
66,0.3,2767,1790238121
68,3.8,2908,1790238125
70,55.4,2826,1790238180
72,4.3,2976,1790238184
73,1.8,2896,1790238186
75,11.8,2909,1790238198
77,128.9,2945,1790238327
78,0.3,2955,1790238327
79,0.3,2945,1790238327
3,3.8,256,1790238618
4,1.7,349,1790238620
5,0.0,349,1790238620
6,0.0,349,1790238620
7,0.0,349,1790238620
9,0.2,354,1790238620
12,0.0,354,1790238620
14,0.0,354,1790238620
16,0.0,354,1790238620
17,0.2,355,1790238621
19,0.6,800,1790238621
20,0.0,800,1790238621
22,3.3,1197,1790238625
24,13.4,1497,1790238638
25,0.9,1497,1790238639
