source,feature_set,model,population,n_train,n_eval,n,n_phishing,threshold,accuracy,precision,recall,specificity,f1,mcc,roc_auc,pr_auc,brier,ece,tp,fp,tn,fn
GramBeddings,F48,LogisticRegression,gram_in_domain,60000,40000,40000,19908,0.3534645944627937,0.8424,0.8923174529934248,0.777124773960217,0.9070774437587099,0.8307469258443859,0.6903371756577577,0.9238571375670309,0.931321021425522,0.12259858068102535,0.03793059844551013,15471,1867,18225,4437
GramBeddings,F48,LogisticRegression,gram->phresh_strict_external,60000,40000,40000,19870,0.3534645944627937,0.652275,0.7529921059332824,0.44645193759436336,0.8554396423248882,0.5605510094467789,0.3311386954285158,0.7644632173209318,0.7603633847712328,0.2682623890265239,0.23691847210008807,8871,2910,17220,10999
GramBeddings,F48,RandomForest,gram_in_domain,60000,40000,40000,19908,0.3842435567568479,0.843925,0.9066238171755043,0.7652200120554551,0.9219092175990444,0.8299419792432786,0.6960725366685183,0.9298462667970054,0.9353653470580885,0.12512150905472944,0.03158075213425858,15234,1569,18523,4674
GramBeddings,F48,RandomForest,gram->phresh_strict_external,60000,40000,40000,19870,0.3842435567568479,0.634775,0.7082574618003326,0.4502264720684449,0.8169398907103825,0.5505061382726686,0.28737849537685745,0.6751019343067245,0.6907624368502998,0.2678811065858007,0.18026281010976944,8946,3685,16445,10924
GramBeddings,F48,LightGBM,gram_in_domain,60000,40000,40000,19908,0.3593141791238386,0.88355,0.9136827256944444,0.8459413301185453,0.9208142544296237,0.8785080855503391,0.7691148207973078,0.9567868206091241,0.9604481786961562,0.08968530813108536,0.02668222789662269,16841,1591,18501,3067
GramBeddings,F48,LightGBM,gram->phresh_strict_external,60000,40000,40000,19870,0.3593141791238386,0.65165,0.7537185843733971,0.4437342727730247,0.8568802781917536,0.5586036492650786,0.33042009181718984,0.6969052379963053,0.7375068076397039,0.28768719708310936,0.24984666740311007,8817,2881,17249,11053
GramBeddings,F48,XGBoost,gram_in_domain,60000,40000,40000,19908,0.3332357582449914,0.884775,0.9094802205449387,0.8534257584890497,0.9158371491140752,0.8805618181347016,0.7709331450048007,0.9565443442283239,0.9602887999922065,0.09043466230832463,0.024904701711889188,16990,1691,18401,2918
GramBeddings,F48,XGBoost,gram->phresh_strict_external,60000,40000,40000,19870,0.3332357582449914,0.64455,0.7453125,0.43210870659285355,0.85424739195231,0.5470532016565786,0.31617754698012807,0.6801691421462557,0.7242743364111183,0.29691526114771316,0.2639493950764449,8586,2934,17196,11284
GramBeddings,F68RV3,LogisticRegression,gram_in_domain,60000,40000,40000,19908,0.34900707224680494,0.85615,0.8859620418848168,0.816003616636528,0.8959287278518814,0.8495450266708503,0.714401736251183,0.9327488457155754,0.9391472286419046,0.11179075112140983,0.02477544833563611,16245,2091,18001,3663
GramBeddings,F68RV3,LogisticRegression,gram->phresh_strict_external,60000,40000,40000,19870,0.34900707224680494,0.6727,0.7707301485860361,0.48555611474584803,0.8574267262791853,0.595776213412375,0.3698295194266424,0.7927101520039221,0.7828036462090686,0.25263525111975166,0.21652085567524723,9648,2870,17260,10222
GramBeddings,F68RV3,RandomForest,gram_in_domain,60000,40000,40000,19908,0.361178624217772,0.864025,0.9024308839072148,0.8148985332529637,0.9127015727652797,0.8564339448330474,0.7313433316044393,0.9407735880191225,0.944792549061351,0.11472743418702248,0.026653626324538042,16223,1754,18338,3685
GramBeddings,F68RV3,RandomForest,gram->phresh_strict_external,60000,40000,40000,19870,0.361178624217772,0.627525,0.6939826738468743,0.4475088072471062,0.8052160953800298,0.5441360952176972,0.2708088183709396,0.6699475852854783,0.6851320684082941,0.2730181231767981,0.18802508770196374,8892,3921,16209,10978
GramBeddings,F68RV3,LightGBM,gram_in_domain,60000,40000,40000,19908,0.3522666231329174,0.891225,0.9194844415682468,0.8564396222624071,0.9256918176388612,0.8868429949806247,0.7842068741830878,0.9612013365202807,0.9644073041749843,0.0853955832511914,0.02568024638493445,17050,1493,18599,2858
GramBeddings,F68RV3,LightGBM,gram->phresh_strict_external,60000,40000,40000,19870,0.3522666231329174,0.6631,0.7614491331370625,0.46859587317564166,0.8550919026328863,0.5801607576796062,0.3512900315270801,0.716354725987173,0.7488584901512149,0.2818858263227722,0.2452024710399477,9311,2917,17213,10559
GramBeddings,F68RV3,XGBoost,gram_in_domain,60000,40000,40000,19908,0.33140053361654287,0.8933,0.9178243214362043,0.8628691983122363,0.9234521202468644,0.8894987572493787,0.7879384752402219,0.9612618052998001,0.9646927666917673,0.08558812030106511,0.025102733323975016,17178,1538,18554,2730
GramBeddings,F68RV3,XGBoost,gram->phresh_strict_external,60000,40000,40000,19870,0.33140053361654287,0.662425,0.7607502661970678,0.4674383492702567,0.8548931942374566,0.5790704199008697,0.34997054583343506,0.7088332482047367,0.7454060562794239,0.2814210883507676,0.24312122930186741,9288,2921,17209,10582
GramBeddings,char TF-IDF,CharTFIDF+LR,gram_in_domain,60000,40000,40000,19908,0.29889130353927595,0.9329,0.9342476805163372,0.9306811332127788,0.9350985466852478,0.9324609964771011,0.8658010659010026,0.9809899152466066,0.9833537997958799,0.060967778872973166,0.03031037163594046,18528,1304,18788,1380
GramBeddings,char TF-IDF,CharTFIDF+LR,gram->phresh_strict_external,60000,40000,40000,19870,0.29889130353927595,0.668375,0.758958676389869,0.4871162556618017,0.8472925981122702,0.593385035097937,0.3587839959771055,0.7637891775927533,0.7387112622705083,0.27061747079026055,0.22197041897759623,9679,3074,17056,10191
PhreshPhish,F48,LogisticRegression,phresh_in_domain,60000,40000,40000,18207,0.5265353487956559,0.8505,0.8543441720280531,0.809578733454166,0.8846877437709356,0.8313592780597857,0.6980869611576581,0.9213145730849187,0.9233109168402506,0.10941598399841909,0.03125107600200035,14740,2513,19280,3467
PhreshPhish,F48,LogisticRegression,phresh->gram_strict_external,60000,40000,40000,20194,0.5265353487956559,0.62065,0.6033261979252429,0.7257601267703279,0.5134807634050288,0.6589039248302837,0.24493615187293324,0.6842582406078588,0.7015332888305976,0.28828705071325356,0.2306608038027504,14656,9636,10170,5538
PhreshPhish,F48,RandomForest,phresh_in_domain,60000,40000,40000,18207,0.5948010428913165,0.88335,0.9276195288321859,0.8066677651452738,0.9474143073463956,0.8629259694477086,0.7678976607988722,0.9576997388695123,0.9509768936383259,0.08079819251665567,0.03216417245322654,14687,1146,20647,3520
PhreshPhish,F48,RandomForest,phresh->gram_strict_external,60000,40000,40000,20194,0.5948010428913165,0.6158,0.6678258450410349,0.4754877686441517,0.7588609512269009,0.555478421844267,0.24418354576097812,0.6993336490530394,0.6663518323179554,0.23551000655349905,0.11412489826151843,9602,4776,15030,10592
PhreshPhish,F48,LightGBM,phresh_in_domain,60000,40000,40000,18207,0.5,0.91745,0.9341683658607631,0.8807052232657769,0.9481484880466204,0.9066493271514192,0.833936879273335,0.9733606323891894,0.9736613018058956,0.0621226091364082,0.02621225982929994,16035,1130,20663,2172
PhreshPhish,F48,LightGBM,phresh->gram_strict_external,60000,40000,40000,20194,0.5,0.6804,0.6606678230702515,0.7544320095077746,0.6049177017065536,0.7044435196744809,0.3636139269777556,0.7254656765655081,0.6904241536074623,0.2529130344213285,0.19276412503931856,15235,7825,11981,4959
PhreshPhish,F48,XGBoost,phresh_in_domain,60000,40000,40000,18207,0.48756068140268344,0.915975,0.9314192723468557,0.8802109078925688,0.9458541733584178,0.905091350633948,0.8308865687831873,0.9715981911833188,0.9720038859389072,0.06376362999187403,0.02463039977554682,16026,1180,20613,2181
PhreshPhish,F48,XGBoost,phresh->gram_strict_external,60000,40000,40000,20194,0.48756068140268344,0.681475,0.6641413029115095,0.7466574229969298,0.61501565182268,0.7029862228127841,0.3650049250144374,0.7212198720777638,0.6771525171674991,0.24991731190422178,0.18065355241524775,15078,7625,12181,5116
PhreshPhish,F68RV3,LogisticRegression,phresh_in_domain,60000,40000,40000,18207,0.6999633086601336,0.914825,0.9341703825393101,0.8744988191354973,0.948515578396733,0.9033502595671045,0.8288029103019322,0.9654676114631114,0.9671467939994474,0.06952952247284479,0.01798278999528239,15922,1122,20671,2285
PhreshPhish,F68RV3,LogisticRegression,phresh->gram_strict_external,60000,40000,40000,20194,0.6999633086601336,0.649,0.6500682793601249,0.6600475388729325,0.6377360395839644,0.6550199026979213,0.2978641617474846,0.7057578210033782,0.7066997694697342,0.2773032025776416,0.22292375916071883,13329,7175,12631,6865
PhreshPhish,F68RV3,RandomForest,phresh_in_domain,60000,40000,40000,18207,0.5248556937772901,0.8957,0.9334198011240813,0.8300653594771242,0.9505345753223512,0.8787138787138787,0.7919518949398195,0.9660791237623708,0.9637691757115361,0.07257664908616922,0.0330017574849747,15113,1078,20715,3094
PhreshPhish,F68RV3,RandomForest,phresh->gram_strict_external,60000,40000,40000,20194,0.5248556937772901,0.615025,0.6651739579745092,0.47811231058730314,0.7546198121781278,0.5563398542164857,0.24199982673179696,0.7005679989430206,0.6308928003321854,0.24893768826394952,0.15893311432461632,9655,4860,14946,10539
PhreshPhish,F68RV3,LightGBM,phresh_in_domain,60000,40000,40000,18207,0.43402644218436526,0.92925,0.9348453141790622,0.9078376448618664,0.9471389895838113,0.9211435577351761,0.85731648260282,0.9788839401401894,0.9791899267125395,0.05369269142151834,0.024580732830557308,16529,1152,20641,1678
PhreshPhish,F68RV3,LightGBM,phresh->gram_strict_external,60000,40000,40000,20194,0.43402644218436526,0.68085,0.6509019990248659,0.7933049420619986,0.5661920630112087,0.7150828014105254,0.36943692263858424,0.7257651447424688,0.6810571017752511,0.25151403251953725,0.19345142906086032,16020,8592,11214,4174
PhreshPhish,F68RV3,XGBoost,phresh_in_domain,60000,40000,40000,18207,0.4064501225948334,0.9292,0.9328303586509769,0.9099796781457681,0.9452576515394852,0.9212633451957295,0.8571819548463557,0.9778475870938023,0.978453133481888,0.0540406813572162,0.021014959423558865,16568,1193,20600,1639
